Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Lower middle income,,,,,,,,,,,,,,,,38.3686,38.56048,39.13468,39.74498,40.42434,40.30433,41.30592,42.19894,42.77766,43.41446,44.05687,44.64209,45.60482,45.83775,46.63426,47.48337,48.23217,49.01935,49.7301,50.59844,51.43747,52.34516,53.13511,56.10293,56.92686,57.19214,57.84479,58.86121,59.71828,60.56145,59.21756,60.90748,61.14367,62.19253,62.95644,65.11897,65.12375,66.86439,67.47874,68.48568,69.03838,69.75456,
Low & middle income,,,,,,,,,,,,,,,,48.63857,48.77722,49.07162,49.85362,50.64089,51.1443,52.10359,52.82772,53.83603,54.75583,55.57055,56.35118,57.24837,59.70613,60.41611,60.93776,61.90083,62.51611,63.09752,63.74548,64.38267,65.06699,68.56548,70.05374,70.59408,70.91658,71.3996,71.89431,72.60745,73.31212,72.84083,73.6121,74.38224,74.84775,75.41496,76.36872,76.6877,77.56643,77.81056,78.37605,78.7228,79.15443,
Lesotho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.04644775,,,,,,,,,84.96395874,,,,,84.93489075,,,
Late-demographic dividend,,,,,,,,,,,,,,,,,60.69074,60.69124,61.66271,62.69352,63.65499,64.61236,65.18344,66.55722,67.52321,68.47634,69.34102,70.25383,75.00287,75.75755,75.70726,77.10545,77.68412,78.25003,78.79362,79.34186,79.9315,86.77504,87.26265,87.68394,88.09215,88.47409,88.89383,89.40001,89.95209,90.39409,90.69235,92.09421,92.40833,92.82019,92.86651,93.53047,93.754,93.82494,94.06224,94.29306,94.50538,
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.78159332,,,,,,,,,,,,99.64794159,,,,,,,,,,99.83323669,,,,,,
Luxembourg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.188797,,,,,,,,,,,99.70973206,,,,,,,,,,,99.90792084,,,,,,
"Macao SAR, China",,,,,,,,,,,,,,,,,,,,,,86.21588135,,,,,,,,,,,,,,,,,,,,87.77497101,,,,,90.72358704,,,,,93.73191071,,,,,95.03256989,
St. Martin (French part),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,,,,,,,,,,,,,,,,,,,,,,,17.51486969,,,,,,,,,,,,28.72542,,,,,,,,,,39.61956024,,,,42.58784866,43.92108154,,57.63999176,59.13063812,,,,,
Monaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.4444809,,,,,,,,,,,95.49230194,,,,,,,,,,,,98.92424774,,,,,
Madagascar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.27857208,,,,,,,,,61.64141083,,,68.28330231,,,,,
Maldives,,,,,,,,,,,,,,,,,,82.17816162,,,,,,,,92.35900879,,,,,96.14601135,,,,,96.44297791,,,,,,,,,,,98.42984772,,,,,,,,98.69167328,,,
Middle East & North Africa,,,,,,,,,,,,,,28.35125,28.85908,29.40482,30.17992,30.57394,31.29654,32.07718,32.9006,33.74699,34.71348,35.78707,36.93264,37.98814,39.28273,40.18607,41.44273,42.68441,45.48371,46.95148,48.13975,48.68968,49.99348,51.85738,53.70895,54.69597,56.1491,57.5111,58.83347,60.12303,60.62524,63.81289,65.08784,59.35158,65.90191,66.47235,67.28407,67.49822,68.6362,69.41557,69.92336,70.53463,71.02756,72.05871,72.59493,
Mexico,,,,,,,,,,,,,,,,,,,,,79.89099884,,,,,,,,,,84.95590973,,,,,,,,,,88.68203735,,88.72863007,,89.63101959,90.21041107,89.8345108,91.35555267,91.45361328,92.11624908,91.85341644,92.33827972,93.17923737,92.90393829,93.59133911,93.48549652,,
Marshall Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.20298004,,,,,,
Middle income,,,,,,,,,,,,,,,,50.04313,50.17427,50.47216,51.28922,52.11051,52.62165,53.60915,54.34614,55.38896,56.32708,57.15391,57.95047,58.86362,61.45282,62.18992,62.69855,63.71229,64.35988,64.97127,65.6293,66.30218,67.00517,70.71172,72.29255,72.84361,73.15744,73.61655,74.21225,74.94067,75.59703,75.15302,76.03325,76.7763,77.39076,77.93128,78.97214,79.13664,80.01646,80.28632,80.85309,81.21275,81.61848,
"Macedonia, FYR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.92801666,,,,,,,,94.05606842,,,,,,,,,,,,,,,
Mali,,,,,,,,,,,,,,,,,5.735280037,,,,,,,,,,,,,,,,,,,,,,11.89342976,,,,,15.89999962,,,18.19091034,,,,20.28792953,24.63678932,,,,22.19581032,,
Malta,,,,,,,,,,,,,,,,,,,,,,,,,,87.28613281,,,,,,,,,,89.24263763,,,,,,,,,,93.50424957,,,,,,94.79003906,,,,,,
Myanmar,,,,,,,,,,,,,,,,,,,,,,,,71.630867,,,,,,,,,,,,,,,,,86.41517639,,,,,,,,,,,,,,,,71.84699249,
Middle East & North Africa (excluding high income),,,,,,,,,,,,,24.74858,25.25035,25.76646,26.32668,27.14519,27.54314,28.30559,29.11136,29.99388,30.89171,31.8618,33.0165,34.21685,35.34168,36.73041,37.68713,38.93794,40.18002,43.13912,44.63309,45.80018,46.36602,47.69199,49.64693,51.5714,52.53989,53.98658,55.37363,56.68733,58.03631,58.41771,61.76956,63.02294,56.54702,63.73445,64.23497,64.97183,65.08831,66.22887,66.4356,66.92492,67.47927,67.98762,69.13416,69.68806,
Montenegro,,,,,,,,,,,,,,,,,,,,,,83.23545837,,,,,,,,,,97.77604675,,,,,,,,,,,,96.31887054,,,,,,,,97.50051117,,,,,,
Mongolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.52880096,,,,,,,,,,98.33663177,,,,,,,
Northern Mariana Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,,,,,,,,,,,,,,,,,,,,,12.09652996,,,,,,,,,,,,,,,,,24.96419907,,,,,,33.19395828,,,,,,36.45227814,,,,,,,,
Mauritania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.4173584,,,,,,,35.34843063,,,,,,,,,,
Mauritius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.66088867,,,,,,,,,,80.50003052,,,,,,,,,,,86.65807343,88.97934723,89.05094147,90.28331757,90.65402222,,
Malawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.5230217,,,,,,,,,,,53.9971199,,,,,,,,,,,,51.25196838,,,,55.13098907,55.20410919,,
Malaysia,,,,,,,,,,,,,,,,,,,,,61.24850082,,,,,,,,,,,77.28308868,,,,,,,,,85.35421753,,,,,,,,,,90.74768066,,,,,,,
North America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Namibia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.98660278,,,,,,,,,,83.54032135,,,,,,78.35098267,,,,87.95105743,,,,,,
New Caledonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.399350166,,,,15.08413982,,,,,,,8.939740181,,,,,
Nigeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.72919846,,,,,,,,,,,,43.32204819,,,,,41.38676071,,,,,,,,,
Nicaragua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.60166168,,,,77.91603851,,,,,,,,,,,,
Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,,,,,,,,,,,,,,,,,,,,,,9.153120041,,,,,,,,,,17.38179016,,,,,,,,,,34.88676071,,,,,,,,,,48.83758926,,,,,,
Nauru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD members,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.53170776,,,,,80.87226105,,81.80323029,,,,88.92669678,86.03720856,,
Other small states,,,,,,,,,,,,,,,,,,,,,,,,67.48881,67.62694,67.74221,67.99575,68.35162,69.2,69.67257,70.2139,70.66909,71.10342,71.78202,71.85899,72.25851,72.91955,73.51969,74.30502,74.9229,74.97278,75.47278,76.25575,76.96827,77.41529,77.98176,77.72602,76.91753,78.13259,77.39334,77.701,78.29329,78.83495,79.30636,79.67104,80.15194,80.44206,
Pakistan,,,,,,,,,,,,,,,,,,,,,,14.77155018,,,,,,,,,,,,,,,,,29.04384041,,,,,,,35.36751938,39.61323166,,40.08118057,40.31462097,41.01552963,41.97539139,43.07189178,41.97494125,44.28342056,,,
Panama,,,,,,,,,,,,,,,,,,,,,88.04653168,,,,,,,,,,88.21485138,,,,,,,,,,91.24717712,,,,,,,,,,93.48526001,,,,,,,
Peru,,,,,,,,,,,,,,,,,,,,,,73.8583374,,,,,,,,,,,,81.65875244,,,,,,,,,,,82.06262207,82.45436859,83.45487213,84.6468811,,,,,90.66883087,,90.4491806,91.24652863,91.18852997,
Philippines,,,,,,,,,,,,,,,,,,,,,82.76215363,,,,,,,,,,93.18071747,,,,94.53865051,,,,,,92.65490723,,,93.56452942,,,,,95.82563019,,,,,96.78736115,,,,
Palau,,,,,,,,,,,,,,,,,,,,,90.50324249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.52793884,,96.34014893,,
Papua New Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.91773987,,,,,,,,,,,,,,,,,
Poland,,,,,,,,,,,,,,,,,,,98.25198364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pre-demographic dividend,,,,,,,,,,,,,,,,,,,,,,,,,,,35.9312,36.77836,37.5812,38.30818,39.13431,40.15267,40.10763,40.79485,41.50478,42.10739,43.02245,44.18038,44.86806,45.84693,44.05978,45.03899,45.81603,46.58985,47.63035,47.29367,46.68596,45.67542,45.17417,44.81046,45.4385,47.67761,48.89874,49.26272,50.36524,51.1518,52.25361,
Puerto Rico,,,,,,,,,,,,,,,,,,,,,85.8503418,,,,,,,,,,89.73095703,,,,,,,,,,,,,,,,,,,,92.53015137,,,,,,,
"Korea, Dem. People’s Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.997612,,,,,,,,,
Portugal,,,,,,,,,,,,,,,,,,,,,,74.60798645,,,,,,,,,,84.65821075,,,,,,,,,,,,,,,,,,,,92.86077118,,,,,,
Paraguay,,,,,,,,,,,,,,,,,,,,,,,75.85298157,,,,,,,,,,88.55870819,,,,,,,,,,,,,,,93.45326996,92.49443054,93.14401245,92.9257431,,,,93.73455048,94.34246063,,
West Bank and Gaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.72662354,,,,,,,87.95173645,,89.75700378,90.46517944,90.09906006,91.70452881,92.17279816,92.61618042,93.56537628,94.126091,94.4072876,94.8537674,95.20790863,
Pacific island small states,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Post-demographic dividend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,,,,,,,,,,,,,,,,,,,,,,,,,,,72.45894623,,,,,,,,,,,80.8886795,,,,,,,88.60922241,,,90.43611908,92.66381836,92.91017914,95.4018631,95.56330109,95.77407837,97.07314301,97.55827332,,,
Romania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.9826889,,,,,,,,,,96.26631927,,,,,,,,,98.20520782,,,,,,
Russian Federation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.75817108,,,,,,,,,,,,,99.22836304,,,,,,,,99.64778137,,,,,,,
Rwanda,,,,,,,,,,,,,,,,,,,26.57357979,,,,,,,,,,,,,,,,,,,,,,59.75033951,,,,,,,,,,61.54861069,,64.66448975,,,,,
South Asia,,,,,,,,,,,,,,,,21.37957,21.38792,22.12109,22.86941,23.62435,24.36833,24.63279,25.86056,26.65248,27.45446,28.26754,29.08984,29.92373,29.91,30.82191,31.7251,32.41874,33.5174,34.43905,35.37538,36.33735,37.31982,38.31123,42.90165,43.91794,44.9537,45.73594,47.00509,47.88184,48.91672,48.10847,49.36353,50.06605,51.53188,52.55712,55.60068,56.11129,58.57924,59.34724,60.44465,61.19333,62.21454,
Saudi Arabia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.27783966,,,,,,,,69.2911911,,,,76.3351593,,,,,,,,,91.36924744,,,,
Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.14640045,,,,,,,,46.69963074,,,,,,,,,
Senegal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.86326981,,,,,,,,,,,,,,29.24733925,,,,32.98757935,,,38.66624832,,40.42491913,,33.59659958,,,,
Singapore,,,,,,,,,,,,,,,,,,,,,73.96853638,,,,,,,,,,83.02684784,,,,,,,,,,88.64517975,,,,,,,,,,93.77481079,94.06839752,94.35958862,94.64199066,94.91132355,95.19065094,95.44789124,
Solomon Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,,,,,,,,,,,,,,,,,
Sierra Leone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.15892982,,,,,,,,,24.85667992,,,,
El Salvador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.28053284,,,,,,,,,,,,,,81.00382233,79.66213226,81.35949707,81.81794739,82.30802155,83.01564026,,84.67034912,,86.21710205,,
San Marino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.74910736,,,,,98.22827911,
Sub-Saharan Africa (excluding high income),,,,,,,,,,,,,,,,,,,,,,,,,37.94803,38.39591,38.83855,39.58177,40.29191,40.84389,41.68029,42.45376,42.69533,43.3929,44.2911,44.80029,45.62216,46.7442,47.43706,48.3581,46.97986,47.95364,47.99757,48.73733,50.28113,49.55488,49.17476,49.19999,48.90009,50.07008,50.66345,52.60921,53.80806,54.35452,55.31425,56.09804,57.10427,
South Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.18638039,,,,,,,,,
Sub-Saharan Africa,,,,,,,,,,,,,,,,,,,,,,,,,37.95644,38.40424,38.8467,39.58966,40.2996,40.85139,41.68775,42.46119,42.70274,43.40026,44.2983,44.80752,45.62927,46.75113,47.44389,48.3648,46.98683,47.96056,48.00453,48.74429,50.28788,49.56174,49.18161,49.20675,48.90676,50.07649,50.66965,52.61507,53.81367,54.35997,55.31948,56.10308,57.10909,
Small states,,,,,,,,,,,,,,,,,,,,,,,,,,,73.96759,74.16006,74.70644,74.99849,75.37547,75.65487,75.93214,76.38279,76.4199,76.73698,77.23588,77.69129,78.27451,78.63701,78.81144,79.20318,79.78874,80.32085,80.66878,81.09113,80.92453,80.4527,81.33137,80.80872,81.00676,81.40965,81.73062,81.9703,82.22147,82.5705,82.7758,
Sao Tome and Principe,,,,,,,,,,,,,,,,,,,,,,42.36338043,,,,,,,,,,61.92047882,,,,,,,,,,77.94922638,,,,,,,60.0830307,,,,85.4417038,,,,,
Suriname,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.1974411,,,,93.76537323,,94.00354004,,90.99790955,,,,,
Slovak Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.45375061,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swaziland,,,,,,,,,,,,,,,,,53.6659584,,,,,,,,,,65.2228775,,,,,,,,,,,,,,80.32875061,,,,,,,,,,82.44754791,,,,,,,
Sint Maarten (Dutch part),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.48930359,,,,,,,88.58660126,,,,,,,,92.2589798,,,,,,,,94.44898224,,,,,,,
Syrian Arab Republic,,,,,,,,,,,,,,,,,,,,,,37.05915833,,,,,,,,,,,,,,,,,,,,,74.24044037,,73.6265564,,,,,,,,,,,,,
Turks and Caicos Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.591829777,,,,,,,12.7964201,,,,17.98057938,,,,,,,,,,,13.93340969,13.95522976,
East Asia & Pacific (IDA & IBRD countries),,,,,,,,,,,,,,,,,49.61097,49.83885,51.297,52.85481,53.60739,55.79304,56.75676,58.72034,60.14197,61.50082,62.72507,64.25607,70.16565,71.16682,71.10045,72.80749,73.53138,74.23684,74.99528,75.74508,76.4909,84.6834,85.21828,85.70012,86.29043,86.761,87.30177,87.86361,88.58955,89.08893,89.68561,91.27015,91.63523,92.11264,92.26191,92.14249,92.45502,92.58249,93.11492,93.28288,93.48216,
Europe & Central Asia (IDA & IBRD countries),,,,,,,,,,,,,,,,,,,,,,,,92.0926,92.88524,93.05863,93.19871,93.36983,93.57008,93.66442,93.89076,94.0386,94.20953,94.37607,94.5408,94.71229,94.96185,95.12095,95.6001,95.69316,95.71031,95.80831,95.92222,96.02293,96.18679,96.41241,96.37211,96.50824,96.58019,97.31875,97.707,98.03978,98.21442,98.2783,98.31441,98.353,98.46308,
Togo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.45328903,,,,,,44.37662888,,,43.60689926,,47.97739029,,,,51.24177933,,
Thailand,,,,,,,,,,,,,,,,,,,,,83.89334869,,,,,,,,,,,,,,,,,,,,90.51602173,,,,,91.52957153,,,,,96.42704773,,,92.24916077,,91.19193268,,
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.64179993,,,,,,,,,,,99.22122955,,,,,,,,,,,,,,,,,
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.26177216,,,,,,,,,,,,,,,,,,,,,,
Latin America & the Caribbean (IDA & IBRD countries),,,,,,,,,,,,,,,75.18452,75.18702,75.63112,76.16588,76.73601,77.26087,77.8302,78.26616,78.78036,79.28035,79.77884,80.26393,80.74899,81.0301,81.65426,82.23124,82.76822,83.38929,84.06959,84.76055,85.37411,86.01644,86.39904,86.72207,87.27822,87.64431,87.90121,87.99946,88.16595,89.01716,88.94311,89.50308,89.28117,89.86585,90.26224,90.43353,90.8161,91.3608,91.70698,91.78572,92.25718,92.6042,92.9154,
Timor-Leste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,42.5,,,52.95899963,,,,,,,
Middle East & North Africa (IDA & IBRD countries),,,,,,,,,,,,,24.34333,24.84588,25.36251,25.9246,26.74823,27.14884,27.91739,28.72962,29.61896,30.52328,31.50004,32.66272,33.87151,35.0044,36.40231,37.36514,38.62452,39.87477,42.85731,44.36077,45.53439,46.09114,47.41492,49.37379,51.30295,52.28736,53.71514,55.10402,56.4203,57.77353,58.13933,61.51816,62.78517,56.23411,63.4836,63.97922,64.72341,64.82106,65.96408,66.1637,66.64299,67.19178,67.69725,68.84664,69.39838,
Tonga,,,,,,,,,,,,,,,,,99.52552795,,,,,,,,,,,,,,,,,,,,98.97554779,,,,,,,,,,99.0825119,,,,,99.43421936,,,,,,
South Asia (IDA & IBRD),,,,,,,,,,,,,,,,21.37957,21.38792,22.12109,22.86941,23.62435,24.36833,24.63279,25.86056,26.65248,27.45446,28.26754,29.08984,29.92373,29.91,30.82191,31.7251,32.41874,33.5174,34.43905,35.37538,36.33735,37.31982,38.31123,42.90165,43.91794,44.9537,45.73594,47.00509,47.88184,48.91672,48.10847,49.36353,50.06605,51.53188,52.55712,55.60068,56.11129,58.57924,59.34724,60.44465,61.19333,62.21454,
Sub-Saharan Africa (IDA & IBRD countries),,,,,,,,,,,,,,,,,,,,,,,,,37.95644,38.40424,38.8467,39.58966,40.2996,40.85139,41.68775,42.46119,42.70274,43.40026,44.2983,44.80752,45.62927,46.75113,47.44389,48.3648,46.98683,47.96056,48.00453,48.74429,50.28788,49.56174,49.18161,49.20675,48.90676,50.07649,50.66965,52.61507,53.81367,54.35997,55.31948,56.10308,57.10909,
Trinidad and Tobago,,,,,,,,,,,,,,,,,,,,,93.46417236,,,,,,,,,,95.66178894,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tunisia,,,,,,,,,,,,,,,,,,,,,,,,,35.7675705,,,,,,,,,,,,,,,,,,,,65.34786224,,,68.50937653,70.96417999,,71.08821106,71.729599,72.16065216,,72.22377014,,,
Turkey,,,,,,,,,,,,,,,,45.09891891,,,,,49.80641174,,,,,64.23171997,,,,,68.51966095,,,,,,,,,,,,,,79.58168793,80.5489502,80.38516235,81.26383209,,85.34716034,88.07317352,90.31009674,91.60452271,92.13807678,92.40181732,92.64581299,,
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanzania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.08802032,,,,,,,,,,,,,,62.17232132,,,,,,,,60.7526207,,73.34718323,,,73.09382629,,
Uganda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.82669067,,,,,,,,,,,58.90988159,,,,62.07897186,,,,64.59145355,,61.97042847,,,,,
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.17156982,,,,,,,,,,,99.95819855,,,,,
Upper middle income,,,,,,,,,,,,,,,,,59.46518,59.55141,60.54583,61.4914,62.51747,63.47756,64.08253,65.4948,66.67461,67.65395,68.62661,69.51611,74.03171,74.7691,74.99982,76.32553,76.94707,77.56635,78.15472,78.81074,79.42112,85.73303,86.26877,86.70973,87.16734,87.5345,87.81913,88.48376,89.0279,89.45838,89.70285,91.00119,91.3227,91.76984,91.88748,92.31607,92.50704,92.57711,92.84863,93.14722,93.37568,
Uruguay,,,,,,,,,,,,,,,,94.30451965,,,,,,,,,,95.88153839,,,,,,,,,,,97.27095795,,,,,,,,,,98.08435822,98.2419281,98.46366119,98.53372192,98.49095154,98.61907959,98.66055298,98.63642883,98.80905151,98.86746216,,
United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.13858032,,,,,,,,,,,,,99.9958725,99.9759903,99.97576904,,
St. Vincent and the Grenadines,,,,,,,,,,,95.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Venezuela, RB",,,,,,,,,,,,,,,,,,,,,,83.00466156,,,,,,,,,89.00485229,,,,,,,,,,,92.71598053,,,,,,94.92964172,,95.35040283,,95.02887726,,,,96.56006622,97.21370697,
British Virgin Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,,,,,,,,,,,,,,,,,,,,78.14038849,,,,,,,,,,82.82939148,,,,,,,,,,86.92008209,86.61010742,,,,,,,,,91.37908936,,,,,,,,
Vanuatu,,,,,,,,,,,,,,,,,,,,47.78258896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
World,,,,,,,,,,,,,,,,,61.03797,61.14919,61.62464,62.10283,62.36277,62.966,63.39329,64.03504,64.61666,65.12334,65.61397,66.20332,68.04277,68.50861,69.04696,69.73072,70.14154,70.52319,70.96518,71.42038,71.90859,74.62926,75.77947,76.17585,76.39842,76.75212,77.11524,77.65762,78.19473,77.77257,78.36676,78.96324,79.31416,79.74304,80.4911,80.75708,81.45047,81.62854,82.06664,82.32532,82.65819,
Samoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.42173767,,,,,,,,,,,,,,,,,,,,99.06952667,,,,,,
Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yemen, Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.05956078,,,,,,,,,,,,,,,,,,,,,,,
South Africa,,,,,,,,,,,,,,,,,,,,,74.80718994,,,,,,,,,,,,,,,,80.92862701,,,,,,,,,,,87.04309845,,91.76815796,91.71398926,92.04788971,92.58625031,,93.07305908,93.40802765,,
Zambia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.35771942,,,,,,,,,59.80284882,,,61.83927917,,,,,51.78696823,,,77.74664307,,,,,,,
Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,71.85392761,,,,,,,,,,78.51702118,,,,,,,,,,,,,,,,,,,80.06565857,,,88.28382874,,,
